Player_Pairs,Number_of_Partnerships,Unbroken,Total_Runs,Highest_Runs,Avg_Runs_Per_Dismissal,Century_Partnerships,50Runs_Partnerships,Country
Abdul Shakoor & Amjad Javed,1,0,17,17,17,0,0,U.A.E.
Abdul Shakoor & Fayyaz Ahmed,1,0,17,17,17,0,0,U.A.E.
Amjad Javed & Rameez Shahzad,1,0,17,17,17,0,0,U.A.E.
Chirag Suri & Rameez Shahzad,1,0,17,17,17,0,0,U.A.E.
Mohammad Naveed & Umair Ali,1,0,17,17,17,0,0,U.A.E.
Ahmed Raza & Qadeer Ahmed,2,2,16,16*,-,0,0,U.A.E.
Saqlain Haider & Shaiman Anwar,1,0,16,16,16,0,0,U.A.E.
V Shetty & EHSN Silva,1,0,16,16,16,0,0,U.A.E.
Adnan Mufti & Ghulam Shabber,1,1,14,14*,-,0,0,U.A.E.
Mohammad Naveed & Qadeer Ahmed,1,0,14,14,14,0,0,U.A.E.
Muhammad Usman & SP Patil,2,0,14,14,7,0,0,U.A.E.
Amjad Ali & Shaiman Anwar,1,0,13,13,13,0,0,U.A.E.
Amjad Javed & EHSN Silva,1,0,13,13,13,0,0,U.A.E.
Amjad Ali & Khurram Khan,2,0,12,11,6,0,0,U.A.E.
Farhan Ahmed & Muhammad Usman,1,0,12,12,12,0,0,U.A.E.
Abdul Shakoor & Mohammad Naveed,1,0,11,11,11,0,0,U.A.E.
Faizan Asif & Shaiman Anwar,2,0,11,7,5.5,0,0,U.A.E.
Muhammad Usman & Rohan Mustafa,1,0,11,11,11,0,0,U.A.E.
Adnan Mufti & Rameez Shahzad,1,0,10,10,10,0,0,U.A.E.
Muhammad Usman & Qadeer Ahmed,1,0,10,10,10,0,0,U.A.E.
Amjad Javed & Umair Ali,1,0,9,9,9,0,0,U.A.E.
Mohammed Qasim & Muhammad Usman,1,0,9,9,9,0,0,U.A.E.
Muhammad Kaleem & Shaiman Anwar,2,0,9,9,4.5,0,0,U.A.E.
Muhammad Usman & Saqlain Haider,1,0,9,9,9,0,0,U.A.E.
SP Patil & Saqlain Haider,1,0,9,9,9,0,0,U.A.E.
Amjad Gul & Rameez Shahzad,1,0,8,8,8,0,0,U.A.E.
Rohan Mustafa & V Shetty,1,1,8,8*,-,0,0,U.A.E.
Amjad Ali & SP Patil,1,0,7,7,7,0,0,U.A.E.
Mohammad Naveed & Usman Mushtaq,1,1,7,7*,-,0,0,U.A.E.
Muhammad Kaleem & Muhammad Usman,2,0,7,7,3.5,0,0,U.A.E.
Abdul Shakoor & SP Patil,2,0,6,3,3,0,0,U.A.E.
Ahmed Raza & Shaiman Anwar,2,0,6,5,3,0,0,U.A.E.
Ghulam Shabber & Mohammad Shahzad,1,0,6,6,6,0,0,U.A.E.
Ahmed Raza & Muhammed Shanil,1,1,5,5*,-,0,0,U.A.E.
Amjad Gul & Shaiman Anwar,1,0,5,5,5,0,0,U.A.E.
Amjad Javed & Mohammad Tauqir,1,0,5,5,5,0,0,U.A.E.
Mohammad Naveed & Saqlain Haider,1,1,5,5*,-,0,0,U.A.E.
SP Patil & Umair Ali,1,0,5,5,5,0,0,U.A.E.
Abdul Shakoor & Umair Ali,2,1,4,4*,4,0,0,U.A.E.
Fahad Tariq & Shaiman Anwar,2,0,4,4,2,0,0,U.A.E.
Mohammad Naveed & Zaheer Maqsood,1,0,3,3,3,0,0,U.A.E.
Mohammad Tauqir & Umair Ali,1,1,3,3*,-,0,0,U.A.E.
SP Patil & Usman Mushtaq,1,0,3,3,3,0,0,U.A.E.
Amjad Javed & Khurram Khan,1,0,2,2,2,0,0,U.A.E.
Amjad Javed & V Shetty,1,0,2,2,2,0,0,U.A.E.
Fahad Tariq & Muhammad Usman,2,0,2,1,1,0,0,U.A.E.
Fahad Tariq & Rohan Mustafa,1,0,2,2,2,0,0,U.A.E.
AM Guruge & Mohammad Naveed,1,0,2,2,2,0,0,U.A.E.
SP Patil & Rohan Mustafa,2,0,2,1,1,0,0,U.A.E.
Rohan Mustafa & L Sreekumar,1,0,2,2,2,0,0,U.A.E.
Amjad Ali & Rohan Mustafa,1,0,1,1,1,0,0,U.A.E.
Faizan Asif & Khurram Khan,1,0,1,1,1,0,0,U.A.E.
AM Guruge & Kamran Shazad,1,0,1,1,1,0,0,U.A.E.
AM Guruge & EHSN Silva,1,1,1,1*,-,0,0,U.A.E.
Kamran Shazad & V Shetty,1,0,1,1,1,0,0,U.A.E.
Muhammad Kaleem & SP Patil,1,0,1,1,1,0,0,U.A.E.
Ashfaq Ahmed & Chirag Suri,1,0,0,0,0,0,0,U.A.E.
Chirag Suri & Rohan Mustafa,1,0,0,0,0,0,0,U.A.E.
Ghulam Shabber & Rohan Mustafa,1,0,0,0,0,0,0,U.A.E.
Mohammad Naveed & Muhammed Shanil,1,0,0,0,0,0,0,U.A.E.
Mohammad Shahzad & Rameez Shahzad,1,0,0,0,0,0,0,U.A.E.
WTS Porterfield & PR Stirling,40,3,1065,109*,28.78,1,6,Ireland
NJ O'Brien & WTS Porterfield,15,1,439,59,31.35,0,4,Ireland
KJ O'Brien & GC Wilson,25,0,380,53,15.2,0,2,Ireland
WTS Porterfield & GC Wilson,15,1,250,37,17.85,0,0,Ireland
KJ O'Brien & NJ O'Brien,9,0,204,58,22.66,0,3,Ireland
EC Joyce & GC Wilson,7,0,201,55,28.71,0,3,Ireland
EC Joyce & KJ O'Brien,6,2,183,47,45.75,0,0,Ireland
A Balbirnie & GC Wilson,4,0,176,91,44,0,1,Ireland
SW Poynter & PR Stirling,5,0,167,78,33.4,0,1,Ireland
PR Stirling & GC Wilson,6,1,161,80,32.2,0,1,Ireland
EC Joyce & PR Stirling,8,0,157,33,19.62,0,0,Ireland
NJ O'Brien & GC Wilson,11,0,156,33,14.18,0,0,Ireland
KJ O'Brien & PR Stirling,9,0,144,36,16,0,0,Ireland
EC Joyce & WTS Porterfield,4,0,136,80,34,0,1,Ireland
WTS Porterfield & SR Thompson,5,0,134,82,26.8,0,1,Ireland
KJ O'Brien & AD Poynter,3,0,133,101,44.33,1,0,Ireland
EC Joyce & AD Poynter,4,0,127,58,31.75,0,1,Ireland
DT Johnston & JF Mooney,8,2,119,35*,19.83,0,0,Ireland
KJ O'Brien & WTS Porterfield,11,1,118,45,11.8,0,0,Ireland
JF Mooney & GC Wilson,6,1,117,32,23.4,0,0,Ireland
JNK Shannon & PR Stirling,5,0,115,58,23,0,1,Ireland
JF Mooney & KJ O'Brien,6,2,112,49*,28,0,0,Ireland
DT Johnston & GC Wilson,7,0,109,41,15.57,0,0,Ireland
PR Stirling & SR Thompson,6,0,109,65,18.16,0,1,Ireland
A Balbirnie & PR Stirling,5,0,101,51,20.2,0,1,Ireland
L Tucker & GC Wilson,2,0,95,53,47.5,0,1,Ireland
AR Cusack & NJ O'Brien,4,0,94,49,23.5,0,0,Ireland
JF Mooney & AR White,4,1,92,27,30.66,0,0,Ireland
AC Botha & NJ O'Brien,2,0,89,51,44.5,0,1,Ireland
AC Botha & GC Wilson,4,0,86,42,21.5,0,0,Ireland
WTS Porterfield & SW Poynter,3,0,81,39,27,0,0,Ireland
GH Dockrell & Simi Singh,2,0,74,41,37,0,0,Ireland
MC Sorensen & GC Wilson,2,1,70,47*,70,0,0,Ireland
AR Cusack & GC Wilson,6,0,69,32,11.5,0,0,Ireland
Simi Singh & PR Stirling,1,0,68,68,68,0,1,Ireland
DT Johnston & PR Stirling,1,0,64,64,64,0,1,Ireland
GJ Thompson & GC Wilson,4,0,64,24,16,0,0,Ireland
NJ O'Brien & PR Stirling,6,0,63,39,10.5,0,0,Ireland
AR Cusack & JF Mooney,3,1,60,23,30,0,0,Ireland
DT Johnston & KJ O'Brien,4,2,60,23*,30,0,0,Ireland
KJ O'Brien & GJ Thompson,1,0,59,59,59,0,1,Ireland
KJ O'Brien & SR Thompson,5,2,57,21,19,0,0,Ireland
SR Thompson & GC Wilson,5,0,55,20,11,0,0,Ireland
GH Dockrell & AR McBrine,3,2,54,23*,54,0,0,Ireland
AR McBrine & GC Wilson,4,0,49,36,12.25,0,0,Ireland
A Balbirnie & JNK Shannon,2,0,47,41,23.5,0,0,Ireland
AR McBrine & GJ Thompson,3,0,46,31,15.33,0,0,Ireland
AD Poynter & GC Wilson,3,0,46,37,15.33,0,0,Ireland
A Balbirnie & AD Poynter,1,0,45,45,45,0,0,Ireland
EC Joyce & JF Mooney,2,1,45,27*,45,0,0,Ireland
BJ McCarthy & Simi Singh,1,1,44,44*,-,0,0,Ireland
AR Cusack & PR Stirling,2,0,42,27,21,0,0,Ireland
MC Sorensen & SR Thompson,2,1,42,42*,42,0,0,Ireland
SW Poynter & GC Wilson,2,1,41,28,41,0,0,Ireland
AR Cusack & EC Joyce,1,0,39,39,39,0,0,Ireland
AR Cusack & DT Johnston,3,0,38,18,12.66,0,0,Ireland
AR White & GC Wilson,2,1,37,32,37,0,0,Ireland
A Balbirnie & KJ O'Brien,1,0,36,36,36,0,0,Ireland
KJ O'Brien & DA Rankin,1,0,35,35,35,0,0,Ireland
GH Dockrell & TE Kane,2,1,32,24*,32,0,0,Ireland
EC Joyce & NJ O'Brien,2,0,32,22,16,0,0,Ireland
AC Botha & WTS Porterfield,1,0,29,29,29,0,0,Ireland
TJ Murtagh & WB Rankin,2,2,29,27*,-,0,0,Ireland
NJ O'Brien & AR White,2,0,29,28,14.5,0,0,Ireland
TE Kane & KJ O'Brien,1,0,28,28,28,0,0,Ireland
J Anderson & DA Rankin,1,0,27,27,27,0,0,Ireland
SW Poynter & SR Thompson,4,1,27,18,9,0,0,Ireland
JNK Shannon & Simi Singh,1,0,27,27,27,0,0,Ireland
GH Dockrell & GC Wilson,2,1,26,24*,26,0,0,Ireland
A Balbirnie & WTS Porterfield,4,0,24,9,6,0,0,Ireland
DT Johnston & AR White,2,0,24,20,12,0,0,Ireland
AR Cusack & NG Jones,1,1,22,22*,-,0,0,Ireland
DT Johnston & NG Jones,1,1,22,22*,-,0,0,Ireland
AC Botha & PR Stirling,2,0,21,21,10.5,0,0,Ireland
AR Cusack & AR White,2,0,21,19,10.5,0,0,Ireland
GJ Thompson & L Tucker,3,0,21,11,7,0,0,Ireland
AR Cusack & WK McCallan,1,1,20,20*,-,0,0,Ireland
TJ Murtagh & MC Sorensen,2,1,20,17,20,0,0,Ireland
WTS Porterfield & JNK Shannon,2,0,20,16,10,0,0,Ireland
AR Cusack & WTS Porterfield,1,1,18,18*,-,0,0,Ireland
GH Dockrell & GJ Thompson,3,0,18,17,6,0,0,Ireland
WTS Porterfield & Simi Singh,1,0,17,17,17,0,0,Ireland
J Anderson & SW Poynter,1,0,16,16,16,0,0,Ireland
GH Dockrell & WTS Porterfield,2,0,16,9,8,0,0,Ireland
GH Dockrell & SR Thompson,2,0,16,12,8,0,0,Ireland
DT Johnston & TJ Murtagh,1,0,15,15,15,0,0,Ireland
NJ O'Brien & SR Thompson,1,0,15,15,15,0,0,Ireland
AC Botha & DT Johnston,2,0,14,11,7,0,0,Ireland
NG Jones & JF Mooney,1,0,14,14,14,0,0,Ireland
NJ O'Brien & SW Poynter,1,0,14,14,14,0,0,Ireland
AD Poynter & DA Rankin,1,0,14,14,14,0,0,Ireland
DA Rankin & JNK Shannon,1,0,14,14,14,0,0,Ireland
R Strydom & AR White,1,1,14,14*,-,0,0,Ireland
AR McBrine & TJ Murtagh,1,0,13,13,13,0,0,Ireland
KJ O'Brien & MC Sorensen,1,0,13,13,13,0,0,Ireland
NJ O'Brien & MC Sorensen,2,0,13,11,6.5,0,0,Ireland
JNK Shannon & GC Wilson,1,0,13,13,13,0,0,Ireland
AC Botha & KJ O'Brien,3,0,12,6,4,0,0,Ireland
AR Cusack & MC Sorensen,2,1,12,10,12,0,0,Ireland
WB Rankin & SR Thompson,1,0,12,12,12,0,0,Ireland
GH Dockrell & J Mulder,2,1,11,11*,11,0,0,Ireland
AR McBrine & AD Poynter,1,1,11,11*,-,0,0,Ireland
JNK Shannon & MC Sorensen,1,0,11,11,11,0,0,Ireland
JP Bray & WTS Porterfield,2,0,10,6,5,0,0,Ireland
NG Jones & GC Wilson,1,0,10,10,10,0,0,Ireland
AD Poynter & MC Sorensen,1,1,10,10*,-,0,0,Ireland
Simi Singh & GC Wilson,3,0,10,4,3.33,0,0,Ireland
AR Cusack & GH Dockrell,1,0,9,9,9,0,0,Ireland
GH Dockrell & SW Poynter,1,0,9,9,9,0,0,Ireland
WK McCallan & WB Rankin,1,1,9,9*,-,0,0,Ireland
KJ O'Brien & AR White,1,0,9,9,9,0,0,Ireland
PKD Chase & WB Rankin,2,1,8,6*,8,0,0,Ireland
AR Cusack & KJ O'Brien,3,0,8,6,2.66,0,0,Ireland
GH Dockrell & WB Rankin,2,1,8,5*,8,0,0,Ireland
DT Johnston & RM West,1,0,8,8,8,0,0,Ireland
EC Joyce & AR White,1,0,8,8,8,0,0,Ireland
JF Mooney & WTS Porterfield,1,0,8,8,8,0,0,Ireland
SW Poynter & JNK Shannon,1,0,8,8,8,0,0,Ireland
SW Poynter & Simi Singh,1,0,8,8,8,0,0,Ireland
J Little & WB Rankin,1,0,7,7,7,0,0,Ireland
SW Poynter & DA Rankin,1,0,7,7,7,0,0,Ireland
DT Johnston & NJ O'Brien,1,0,6,6,6,0,0,Ireland
JF Mooney & RM West,1,1,6,6*,-,0,0,Ireland
AD Poynter & AR White,1,1,6,6*,-,0,0,Ireland
A Balbirnie & NJ O'Brien,1,0,5,5,5,0,0,Ireland
AC Botha & JF Mooney,2,0,5,5,2.5,0,0,Ireland
PKD Chase & GH Dockrell,1,1,5,5*,-,0,0,Ireland
PC Connell & AR White,1,1,5,5*,-,0,0,Ireland
GH Dockrell & MC Sorensen,1,0,5,5,5,0,0,Ireland
EC Joyce & SR Thompson,1,0,5,5,5,0,0,Ireland
WTS Porterfield & AD Poynter,1,0,5,5,5,0,0,Ireland
WTS Porterfield & DA Rankin,1,0,5,5,5,0,0,Ireland
DA Rankin & SP Terry,1,0,5,5,5,0,0,Ireland
J Anderson & A Balbirnie,1,0,4,4,4,0,0,Ireland
AC Botha & GH Dockrell,1,0,4,4,4,0,0,Ireland
PKD Chase & J Little,1,0,4,4,4,0,0,Ireland
RD McCann & WB Rankin,1,0,4,4,4,0,0,Ireland
AC Botha & WB Rankin,1,0,3,3,3,0,0,Ireland
PC Connell & RM West,1,0,3,3,3,0,0,Ireland
TE Kane & WTS Porterfield,1,0,3,3,3,0,0,Ireland
AR McBrine & KJ O'Brien,1,0,3,3,3,0,0,Ireland
AR McBrine & NJ O'Brien,2,1,3,3*,3,0,0,Ireland
J Mulder & L Tucker,1,0,3,3,3,0,0,Ireland
WB Rankin & GJ Thompson,1,0,3,3,3,0,0,Ireland
GJ Thompson & CA Young,1,0,3,3,3,0,0,Ireland
AC Botha & AR Cusack,1,0,2,2,2,0,0,Ireland
AR Cusack & SR Thompson,1,1,2,2*,-,0,0,Ireland
GH Dockrell & J Little,2,0,2,2,1,0,0,Ireland
DT Johnston & MC Sorensen,2,1,2,2*,2,0,0,Ireland
DT Johnston & R Strydom,1,0,2,2,2,0,0,Ireland
NG Jones & EC Joyce,1,0,2,2,2,0,0,Ireland
GE Kidd & AR White,1,1,2,2*,-,0,0,Ireland
J Little & J Mulder,1,0,2,2,2,0,0,Ireland
J Little & CA Young,1,0,2,2,2,0,0,Ireland
JF Mooney & NJ O'Brien,1,0,2,2,2,0,0,Ireland
J Mulder & GJ Thompson,1,0,2,2,2,0,0,Ireland
KJ O'Brien & JNK Shannon,2,0,2,2,1,0,0,Ireland
AD Poynter & SR Thompson,1,0,2,2,2,0,0,Ireland
A Balbirnie & Simi Singh,1,0,1,1,1,0,0,Ireland
PC Connell & JF Mooney,1,0,1,1,1,0,0,Ireland
GH Dockrell & BJ McCarthy,2,0,1,1,0.5,0,0,Ireland
WK McCallan & RM West,1,0,1,1,1,0,0,Ireland
RD McCann & AR White,1,0,1,1,1,0,0,Ireland
JF Mooney & SW Poynter,1,0,1,1,1,0,0,Ireland
RM West & AR White,1,0,1,1,1,0,0,Ireland
AR Cusack & CA Young,1,0,0,0,0,0,0,Ireland
GH Dockrell & JF Mooney,2,0,0,0,0,0,0,Ireland
GH Dockrell & TJ Murtagh,1,0,0,0,0,0,0,Ireland
GH Dockrell & NJ O'Brien,1,0,0,0,0,0,0,Ireland
DT Johnston & EC Joyce,1,0,0,0,0,0,0,Ireland
DT Johnston & WK McCallan,1,0,0,0,0,0,0,Ireland
AR McBrine & L Tucker,1,0,0,0,0,0,0,Ireland
WK McCallan & AR White,1,0,0,0,0,0,0,Ireland
JF Mooney & PR Stirling,1,0,0,0,0,0,0,Ireland
JF Mooney & SR Thompson,1,0,0,0,0,0,0,Ireland
NJ O'Brien & AD Poynter,1,0,0,0,0,0,0,Ireland
KJ Coetzer & HG Munsey,21,0,690,96,32.85,0,8,Scotland
RD Berrington & CS MacLeod,21,2,554,127,29.15,1,2,Scotland
KJ Coetzer & MH Cross,9,0,375,75,41.66,0,4,Scotland
KJ Coetzer & CS MacLeod,15,0,291,83,19.4,0,1,Scotland
RD Berrington & PL Mommsen,9,1,288,67*,36,0,4,Scotland
MH Cross & CS MacLeod,8,0,216,71,27,0,1,Scotland
RD Berrington & KJ Coetzer,11,0,182,44,16.54,0,0,Scotland
KJ Coetzer & RR Watson,3,0,180,102,60,1,1,Scotland
MW Machan & CS MacLeod,5,0,148,76,29.6,0,1,Scotland
RD Berrington & MH Cross,3,0,143,78,47.66,0,2,Scotland
RD Berrington & MW Machan,4,0,127,64,31.75,0,1,Scotland
CS MacLeod & PL Mommsen,6,1,121,54,24.2,0,1,Scotland
MA Leask & MW Machan,2,0,117,111,58.5,1,0,Scotland
KJ Coetzer & MW Machan,6,1,114,29,22.8,0,0,Scotland
KJ Coetzer & DF Watts,3,0,113,79,37.66,0,1,Scotland
MH Cross & HG Munsey,3,0,106,84,35.33,0,1,Scotland
MW Machan & PL Mommsen,4,0,102,41,25.5,0,0,Scotland
MW Machan & RML Taylor,3,1,101,72*,50.5,0,1,Scotland
NS Poonia & CJO Smith,2,1,96,92*,96,0,1,Scotland
PL Mommsen & SM Sharif,2,0,93,80,46.5,0,1,Scotland
KJ Coetzer & NS Poonia,5,1,89,59,22.25,0,1,Scotland
GM Hamilton & NFI McCallum,2,0,74,66,37,0,1,Scotland
MA Leask & PL Mommsen,4,0,66,51,16.5,0,1,Scotland
GM Hamilton & JH Stander,1,0,65,65,65,0,1,Scotland
KJ Coetzer & GD Drummond,1,0,62,62,62,0,1,Scotland
RD Berrington & CD Wallace,3,2,60,56*,60,0,1,Scotland
RD Berrington & DE Budge,2,1,59,30,59,0,0,Scotland
RD Berrington & HG Munsey,3,0,56,28,18.66,0,0,Scotland
MH Cross & MA Leask,2,0,56,43,28,0,0,Scotland
CS MacLeod & CD Wallace,2,1,50,35,50,0,0,Scotland
RD Berrington & NFI McCallum,1,0,40,40,40,0,0,Scotland
CD de Lange & CD Wallace,2,0,40,31,20,0,0,Scotland
KJ Coetzer & JH Stander,5,0,39,27,7.8,0,0,Scotland
RM Haq & JD Nel,3,1,39,21*,19.5,0,0,Scotland
KJ Coetzer & RM Haq,1,0,38,38,38,0,0,Scotland
RR Watson & DF Watts,4,0,38,28,9.5,0,0,Scotland
NS Poonia & DF Watts,2,0,36,29,18,0,0,Scotland
RD Berrington & MA Leask,2,0,35,22,17.5,0,0,Scotland
GM Hamilton & RR Watson,2,0,35,29,17.5,0,0,Scotland
MM Iqbal & PL Mommsen,1,0,35,35,35,0,0,Scotland
RD Berrington & JH Davey,2,0,34,29,17,0,0,Scotland
D Murphy & RML Taylor,1,0,34,34,34,0,0,Scotland
DE Budge & MA Leask,2,0,32,25,16,0,0,Scotland
MH Cross & MW Machan,2,0,32,18,16,0,0,Scotland
NS Poonia & RR Watson,1,0,30,30,30,0,0,Scotland
KJ Coetzer & R Flannigan,1,0,29,29,29,0,0,Scotland
MM Iqbal & D Murphy,1,0,29,29,29,0,0,Scotland
PL Mommsen & HG Munsey,1,0,28,28,28,0,0,Scotland
JH Davey & SM Sharif,1,1,27,27*,-,0,0,Scotland
DE Budge & CS MacLeod,2,0,26,13,13,0,0,Scotland
MM Iqbal & MW Machan,1,0,25,25,25,0,0,Scotland
GD Drummond & SJS Smith,1,0,23,23,23,0,0,Scotland
RM Haq & CM Wright,1,0,23,23,23,0,0,Scotland
MM Iqbal & CS MacLeod,1,0,23,23,23,0,0,Scotland
MA Leask & CS MacLeod,2,0,23,13,11.5,0,0,Scotland
DE Budge & MH Cross,1,1,22,22*,-,0,0,Scotland
KJ Coetzer & NFI McCallum,2,0,22,22,11,0,0,Scotland
JH Davey & PL Mommsen,2,0,22,12,11,0,0,Scotland
GM Hamilton & NS Poonia,2,0,21,17,10.5,0,0,Scotland
GM Hamilton & DF Watts,2,0,21,15,10.5,0,0,Scotland
PL Mommsen & CD Wallace,1,1,21,21*,-,0,0,Scotland
R Flannigan & DF Watts,1,0,20,20,20,0,0,Scotland
RD Berrington & JH Stander,1,0,19,19,19,0,0,Scotland
RM Haq & CJO Smith,1,0,19,19,19,0,0,Scotland
RD Berrington & GD Drummond,2,0,18,13,9,0,0,Scotland
CS MacLeod & RML Taylor,1,0,18,18,18,0,0,Scotland
RD Berrington & DF Watts,1,0,17,17,17,0,0,Scotland
MRJ Watt & BTJ Wheal,2,1,17,12*,17,0,0,Scotland
G Goudie & PL Mommsen,2,1,16,9*,16,0,0,Scotland
SM Sharif & CD Wallace,1,0,16,16,16,0,0,Scotland
RD Berrington & GM Hamilton,3,0,15,15,5,0,0,Scotland
CS MacLeod & HG Munsey,2,1,15,14*,15,0,0,Scotland
KJ Coetzer & G Goudie,1,0,13,13,13,0,0,Scotland
RM Haq & SJS Smith,2,0,13,11,6.5,0,0,Scotland
JH Stander & CD Wallace,1,0,13,13,13,0,0,Scotland
JH Stander & DF Watts,2,0,13,7,6.5,0,0,Scotland
KJ Coetzer & RML Taylor,2,0,12,12,6,0,0,Scotland
GD Drummond & GA Rogers,2,0,12,10,6,0,0,Scotland
MW Machan & HG Munsey,1,0,12,12,12,0,0,Scotland
CS MacLeod & JH Stander,2,0,12,9,6,0,0,Scotland
JD Nel & SJS Smith,1,0,12,12,12,0,0,Scotland
RD Berrington & FRJ Coleman,1,0,11,11,11,0,0,Scotland
CS MacLeod & SM Sharif,1,0,11,11,11,0,0,Scotland
RD Berrington & NM Carter,1,0,9,9,9,0,0,Scotland
JD Nel & GA Rogers,1,0,9,9,9,0,0,Scotland
KJ Coetzer & GM Hamilton,3,0,8,8,2.66,0,0,Scotland
CD de Lange & SM Sharif,2,0,8,8,4,0,0,Scotland
AC Evans & MRJ Watt,1,0,8,8,8,0,0,Scotland
R Flannigan & PL Mommsen,1,0,8,8,8,0,0,Scotland
RM Haq & JH Stander,1,1,8,8*,-,0,0,Scotland
RM Haq & CD Wallace,1,1,8,8*,-,0,0,Scotland
NFI McCallum & DF Watts,2,0,8,7,4,0,0,Scotland
MW Machan & D Murphy,1,1,8,8*,-,0,0,Scotland
RML Taylor & MRJ Watt,1,0,8,8,8,0,0,Scotland
MH Cross & PL Mommsen,1,1,7,7*,-,0,0,Scotland
JH Davey & G Goudie,1,0,7,7,7,0,0,Scotland
R Flannigan & RM Haq,1,1,7,7*,-,0,0,Scotland
MA Leask & SM Sharif,2,1,7,6*,7,0,0,Scotland
RT Lyons & SJS Smith,1,0,7,7,7,0,0,Scotland
SM Sharif & MRJ Watt,2,0,7,5,3.5,0,0,Scotland
RD Berrington & RM Haq,1,0,6,6,6,0,0,Scotland
JH Davey & CD de Lange,1,0,6,6,6,0,0,Scotland
JH Davey & HG Munsey,1,1,6,6*,-,0,0,Scotland
GM Hamilton & SJS Smith,1,0,6,6,6,0,0,Scotland
RD Berrington & RML Taylor,1,0,5,5,5,0,0,Scotland
JAR Blain & GD Drummond,2,0,5,4,2.5,0,0,Scotland
DR Brown & DF Watts,1,0,5,5,5,0,0,Scotland
G Goudie & RM Haq,1,0,5,5,5,0,0,Scotland
D Murphy & SM Sharif,2,1,5,5*,5,0,0,Scotland
KJ Coetzer & CD Wallace,1,0,4,4,4,0,0,Scotland
JH Davey & MRJ Watt,1,0,4,4,4,0,0,Scotland
G Goudie & D Murphy,1,0,4,4,4,0,0,Scotland
CS MacLeod & CB Sole,1,0,4,4,4,0,0,Scotland
SM Sharif & RML Taylor,2,1,4,3*,4,0,0,Scotland
RD Berrington & SJS Smith,2,0,3,3,1.5,0,0,Scotland
KJ Coetzer & SM Sharif,1,0,3,3,3,0,0,Scotland
RD Berrington & SM Sharif,1,0,2,2,2,0,0,Scotland
JAR Blain & RM Haq,2,1,2,2*,2,0,0,Scotland
KJ Coetzer & CJO Smith,2,0,2,2,1,0,0,Scotland
MH Cross & RML Taylor,1,0,2,2,2,0,0,Scotland
CD de Lange & MRJ Watt,1,0,2,2,2,0,0,Scotland
GD Drummond & RM Haq,2,0,2,2,1,0,0,Scotland
GD Drummond & GI Maiden,1,0,2,2,2,0,0,Scotland
GD Drummond & PL Mommsen,1,0,2,2,2,0,0,Scotland
CS MacLeod & MRJ Watt,1,0,2,2,2,0,0,Scotland
DR Brown & CJO Smith,1,0,1,1,1,0,0,Scotland
NM Carter & RM Haq,1,0,1,1,1,0,0,Scotland
AC Evans & SM Sharif,2,1,1,1*,1,0,0,Scotland
R Flannigan & G Goudie,1,0,1,1,1,0,0,Scotland
G Goudie & SM Sharif,1,0,1,1,1,0,0,Scotland
RM Haq & I Wardlaw,1,0,1,1,1,0,0,Scotland
NFI McCallum & NS Poonia,1,0,1,1,1,0,0,Scotland
NFI McCallum & JH Stander,1,0,1,1,1,0,0,Scotland
KJ Coetzer & MA Leask,1,0,0,0,0,0,0,Scotland
GD Drummond & GM Hamilton,1,0,0,0,0,0,0,Scotland
GD Drummond & RT Lyons,1,0,0,0,0,0,0,Scotland
GD Drummond & NS Poonia,1,0,0,0,0,0,0,Scotland
AC Evans & PL Mommsen,1,0,0,0,0,0,0,Scotland
AC Evans & CB Sole,1,0,0,0,0,0,0,Scotland
RM Haq & D Murphy,1,0,0,0,0,0,0,Scotland
RM Haq & SM Sharif,1,0,0,0,0,0,0,Scotland
NFI McCallum & GI Maiden,1,0,0,0,0,0,0,Scotland
MW Machan & SM Sharif,1,0,0,0,0,0,0,Scotland
CS MacLeod & GA Rogers,1,0,0,0,0,0,0,Scotland
PL Mommsen & MRJ Watt,1,0,0,0,0,0,0,Scotland
NS Poonia & JH Stander,1,0,0,0,0,0,0,Scotland
CJO Smith & JH Stander,1,0,0,0,0,0,0,Scotland
Aamir Kaleem & Adnan Ilyas,6,0,262,101,43.66,1,0,Oman
Khawar Ali & Zeeshan Maqsood,9,0,203,69,22.55,0,1,Oman
Aqib Ilyas & Zeeshan Maqsood,8,1,145,36,20.71,0,0,Oman
Jatinder Singh & Zeeshan Maqsood,5,0,132,72,26.4,0,1,Oman
Jatinder Singh & Khawar Ali,4,0,96,44,24,0,0,Oman
Khurram Nawaz & Naseem Khushi,3,0,95,57,31.66,0,1,Oman
Adnan Ilyas & Jatinder Singh,5,0,84,30,16.8,0,0,Oman
Aqib Ilyas & Khawar Ali,4,0,77,29,19.25,0,0,Oman
Adnan Ilyas & Zeeshan Maqsood,4,0,68,33,17,0,0,Oman
Sultan Ahmed & Zeeshan Siddiqui,1,1,64,64*,-,0,1,Oman
Khurram Nawaz & AV Lalcheta,2,0,60,36,30,0,0,Oman
Amir Ali & Mehran Khan,3,2,59,50*,59,0,1,Oman
Amir Ali & Jatinder Singh,2,0,52,47,26,0,0,Oman
Jatinder Singh & VS Wategaonkar,1,0,41,41,41,0,0,Oman
Khawar Ali & Zeeshan Siddiqui,1,0,39,39,39,0,0,Oman
