Player_Pairs,Number_of_Partnerships,Unbroken,Total_Runs,Highest_Runs,Avg_Runs_Per_Dismissal,Century_Partnerships,50Runs_Partnerships,Country
Sharjeel Khan & Umar Akmal,1,0,21,21,21,0,0,Pakistan
Junaid Khan & Saeed Ajmal,1,1,20,20*,-,0,0,Pakistan
Misbah-ul-Haq & Shoaib Akhtar,1,0,20,20,20,0,0,Pakistan
Sohaib Maqsood & Umar Amin,1,0,20,20,20,0,0,Pakistan
Abdul Razzaq & Wahab Riaz,1,1,19,19*,-,0,0,Pakistan
Khurram Manzoor & Sharjeel Khan,2,0,19,18,9.5,0,0,Pakistan
Asif Ali & Faheem Ashraf,1,0,18,18,18,0,0,Pakistan
Fawad Alam & Umar Gul,2,0,18,16,9,0,0,Pakistan
Imran Farhat & Imran Nazir,3,0,18,9,6,0,0,Pakistan
Misbah-ul-Haq & Yasir Shah,1,0,18,18,18,0,0,Pakistan
Mohammad Sami & Sarfraz Ahmed,1,0,18,18,18,0,0,Pakistan
Aamer Yamin & Haris Sohail,1,1,17,17*,-,0,0,Pakistan
Abdul Razzaq & Nasir Jamshed,1,0,17,17,17,0,0,Pakistan
Shoaib Malik & Sohail Khan,1,0,17,17,17,0,0,Pakistan
Abdul Razzaq & Shahid Afridi,3,0,16,14,5.33,0,0,Pakistan
Bilawal Bhatti & Sohaib Maqsood,1,0,16,16,16,0,0,Pakistan
Mohammad Amir & Umar Akmal,1,0,16,16,16,0,0,Pakistan
Babar Azam & Rumman Raees,1,0,15,15,15,0,0,Pakistan
Bilawal Bhatti & Imad Wasim,1,1,15,15*,-,0,0,Pakistan
Haris Sohail & Sohail Tanvir,1,0,15,15,15,0,0,Pakistan
Hussain Talat & Shoaib Malik,1,0,15,15,15,0,0,Pakistan
Kamran Akmal & Yasir Arafat,2,0,15,13,7.5,0,0,Pakistan
Mohammad Salman & Umar Akmal,1,0,15,15,15,0,0,Pakistan
Raza Hasan & Wahab Riaz,1,0,15,15,15,0,0,Pakistan
Saeed Ajmal & Wahab Riaz,2,0,15,13,7.5,0,0,Pakistan
Shahid Afridi & Shahzaib Hasan,1,0,15,15,15,0,0,Pakistan
Ahmed Shehzad & Umar Gul,1,0,14,14,14,0,0,Pakistan
Fawad Alam & Mohammad Amir,1,0,14,14,14,0,0,Pakistan
Misbah-ul-Haq & Umar Gul,4,2,14,8*,7,0,0,Pakistan
Mohammad Sami & Saeed Ajmal,2,0,14,8,7,0,0,Pakistan
Mukhtar Ahmed & Shahid Afridi,1,0,14,14,14,0,0,Pakistan
Mukhtar Ahmed & Shoaib Malik,1,0,14,14,14,0,0,Pakistan
Saad Nasim & Wahab Riaz,1,0,14,14,14,0,0,Pakistan
Ahmed Shehzad & Awais Zia,1,0,13,13,13,0,0,Pakistan
Fakhar Zaman & Mohammad Hafeez,2,0,13,13,6.5,0,0,Pakistan
Fawad Alam & Sohail Tanvir,1,0,13,13,13,0,0,Pakistan
Hammad Azam & Umar Akmal,1,0,13,13,13,0,0,Pakistan
Haris Sohail & Mukhtar Ahmed,1,0,13,13,13,0,0,Pakistan
Hasan Ali & Shadab Khan,2,1,13,12*,13,0,0,Pakistan
Mohammad Amir & Mohammad Sami,1,0,13,13,13,0,0,Pakistan
Yasir Arafat & Younis Khan,1,0,12,12,12,0,0,Pakistan
Abdul Razzaq & Mohammad Hafeez,1,0,11,11,11,0,0,Pakistan
Anwar Ali & Saad Nasim,1,0,11,11,11,0,0,Pakistan
Haris Sohail & Mohammad Nawaz (3),1,0,11,11,11,0,0,Pakistan
Imran Farhat & Khalid Latif,1,0,11,11,11,0,0,Pakistan
Misbah-ul-Haq & Mohammad Asif,1,0,11,11,11,0,0,Pakistan
Saeed Ajmal & Umar Akmal,2,1,11,11*,11,0,0,Pakistan
Shahid Afridi & Zulqarnain Haider,1,0,11,11,11,0,0,Pakistan
Asad Shafiq & Younis Khan,1,0,10,10,10,0,0,Pakistan
Khurram Manzoor & Shoaib Malik,1,0,10,10,10,0,0,Pakistan
Mohammad Irfan & Raza Hasan,1,1,10,10*,-,0,0,Pakistan
Raza Hasan & Saeed Ajmal,2,0,10,10,5,0,0,Pakistan
Saad Nasim & Shahid Afridi,1,0,10,10,10,0,0,Pakistan
Sarfraz Ahmed & Wahab Riaz,1,0,10,10,10,0,0,Pakistan
Shahid Afridi & Yasir Arafat,1,0,10,10,10,0,0,Pakistan
Abdul Razzaq & Sarfraz Ahmed,1,0,9,9,9,0,0,Pakistan
Ahmed Shehzad & Haris Sohail,2,0,9,6,4.5,0,0,Pakistan
Hammad Azam & Umar Amin,1,0,9,9,9,0,0,Pakistan
Imad Wasim & Mohammad Hafeez,1,1,9,9*,-,0,0,Pakistan
Saeed Ajmal & Shoaib Akhtar,2,1,9,5*,9,0,0,Pakistan
Shoaib Malik & Umar Gul,1,0,9,9,9,0,0,Pakistan
Abdul Razzaq & Kamran Akmal,1,1,8,8*,-,0,0,Pakistan
Faheem Ashraf & Haris Sohail,1,0,8,8,8,0,0,Pakistan
Mohammad Amir & Saeed Ajmal,2,1,8,8*,8,0,0,Pakistan
Mohammad Amir & Shoaib Akhtar,1,0,8,8,8,0,0,Pakistan
Mohammad Sami & Shoaib Malik,1,1,8,8*,-,0,0,Pakistan
Nasir Jamshed & Umar Akmal,2,0,8,5,4,0,0,Pakistan
Rafatullah Mohmand & Sarfraz Ahmed,1,0,8,8,8,0,0,Pakistan
Salman Butt & Umar Akmal,2,0,8,7,4,0,0,Pakistan
Umar Gul & Younis Khan,1,1,8,8*,-,0,0,Pakistan
Ahmed Shehzad & Mohammad Rizwan,1,0,7,7,7,0,0,Pakistan
Babar Azam & Haris Sohail,1,0,7,7,7,0,0,Pakistan
Babar Azam & Mohammad Amir,1,0,7,7,7,0,0,Pakistan
Fawad Alam & Salman Butt,1,1,7,7*,-,0,0,Pakistan
Fawad Alam & Younis Khan,1,0,7,7,7,0,0,Pakistan
Imad Wasim & Mohammad Irfan,1,1,7,7*,-,0,0,Pakistan
Imad Wasim & Shahid Afridi,2,0,7,6,3.5,0,0,Pakistan
Khalid Latif & Mohammad Hafeez,1,0,7,7,7,0,0,Pakistan
Misbah-ul-Haq & Saeed Ajmal,1,0,7,7,7,0,0,Pakistan
Mohammad Hafeez & Mukhtar Ahmed,2,0,7,5,3.5,0,0,Pakistan
Nasir Jamshed & Shoaib Malik,2,0,7,7,3.5,0,0,Pakistan
Rameez Raja (2) & Umar Akmal,1,0,7,7,7,0,0,Pakistan
Saeed Ajmal & Zulfiqar Babar,1,0,7,7,7,0,0,Pakistan
Umar Akmal & Younis Khan,1,0,7,7,7,0,0,Pakistan
Anwar Ali & Wahab Riaz,1,0,6,6,6,0,0,Pakistan
Fakhar Zaman & Wahab Riaz,1,0,6,6,6,0,0,Pakistan
Fawad Alam & Shahzaib Hasan,1,0,6,6,6,0,0,Pakistan
Imad Wasim & Sohail Tanvir,2,0,6,4,3,0,0,Pakistan
Junaid Khan & Zulfiqar Babar,1,1,6,6*,-,0,0,Pakistan
Shahid Afridi & Shoaib Khan jnr,1,0,6,6,6,0,0,Pakistan
Abdul Razzaq & Abdur Rehman,1,1,5,5*,-,0,0,Pakistan
Asad Shafiq & Imran Farhat,1,0,5,5,5,0,0,Pakistan
Fawad Alam & Mohammad Sami,1,0,5,5,5,0,0,Pakistan
Imran Farhat & Kamran Akmal,1,0,5,5,5,0,0,Pakistan
Mohammad Irfan & Saeed Ajmal,1,1,5,5*,-,0,0,Pakistan
Mohammad Rizwan & Rafatullah Mohmand,1,0,5,5,5,0,0,Pakistan
Raza Hasan & Sohail Tanvir,1,0,5,5,5,0,0,Pakistan
Saeed Ajmal & Yasir Shah,1,1,5,5*,-,0,0,Pakistan
Shadab Khan & Sohail Tanvir,1,1,5,5*,-,0,0,Pakistan
Abdul Razzaq & Saeed Ajmal,1,0,4,4,4,0,0,Pakistan
Asif Ali & Mohammad Amir,1,1,4,4*,-,0,0,Pakistan
Faheem Ashraf & Sarfraz Ahmed,1,0,4,4,4,0,0,Pakistan
Hammad Azam & Misbah-ul-Haq,1,0,4,4,4,0,0,Pakistan
Imad Wasim & Shadab Khan,1,0,4,4,4,0,0,Pakistan
Mukhtar Ahmed & Sohaib Maqsood,1,0,4,4,4,0,0,Pakistan
Naved-ul-Hasan & Umar Akmal,1,0,4,4,4,0,0,Pakistan
Umar Gul & Zulfiqar Babar,1,0,4,4,4,0,0,Pakistan
Anwar Ali & Mohammad Rizwan,1,0,3,3,3,0,0,Pakistan
Mohammad Amir & Wahab Riaz,1,0,3,3,3,0,0,Pakistan
Saad Nasim & Umar Akmal,1,0,3,3,3,0,0,Pakistan
Saeed Ajmal & Usman Shinwari,1,0,3,3,3,0,0,Pakistan
Shoaib Akhtar & Yasir Arafat,1,1,3,3*,-,0,0,Pakistan
Ahmed Shehzad & Sarfraz Ahmed,1,0,2,2,2,0,0,Pakistan
Asif Ali & Sahibzada Farhan,1,0,2,2,2,0,0,Pakistan
Awais Zia & Shoaib Malik,1,0,2,2,2,0,0,Pakistan
Babar Azam & Shadab Khan,2,0,2,2,1,0,0,Pakistan
Fakhar Zaman & Sahibzada Farhan,1,0,2,2,2,0,0,Pakistan
Fakhar Zaman & Sohail Tanvir,1,0,2,2,2,0,0,Pakistan
Hasan Ali & Mohammad Nawaz (3),1,0,2,2,2,0,0,Pakistan
Mohammad Sami & Umar Gul,1,0,2,2,2,0,0,Pakistan
Naved-ul-Hasan & Zulqarnain Haider,1,0,2,2,2,0,0,Pakistan
Rafatullah Mohmand & Shoaib Malik,1,0,2,2,2,0,0,Pakistan
Salman Butt & Shahzaib Hasan,2,0,2,2,1,0,0,Pakistan
Shahzaib Hasan & Umar Akmal,1,0,2,2,2,0,0,Pakistan
Abdur Rehman & Wahab Riaz,1,0,1,1,1,0,0,Pakistan
Ahmed Shehzad & Sohail Tanvir,1,0,1,1,1,0,0,Pakistan
Aizaz Cheema & Shahid Afridi,1,0,1,1,1,0,0,Pakistan
Anwar Ali & Sohaib Maqsood,1,0,1,1,1,0,0,Pakistan
Faheem Ashraf & Mohammad Hafeez,1,0,1,1,1,0,0,Pakistan
Iftikhar Ahmed & Shoaib Malik,1,1,1,1*,-,0,0,Pakistan
Imad Wasim & Wahab Riaz,1,0,1,1,1,0,0,Pakistan
Imran Khan (1) & Sohail Tanvir,1,0,1,1,1,0,0,Pakistan
Khalid Latif & Salman Butt,1,0,1,1,1,0,0,Pakistan
Saeed Ajmal & Zulqarnain Haider,1,0,1,1,1,0,0,Pakistan
Shahid Afridi & Umar Amin,1,0,1,1,1,0,0,Pakistan
Sohail Tanvir & Umar Gul,2,1,1,1,1,0,0,Pakistan
Abdul Razzaq & Sohaib Maqsood,1,0,0,0,0,0,0,Pakistan
Abdur Rehman & Saeed Ajmal,1,0,0,0,0,0,0,Pakistan
Ahmed Shehzad & Shakeel Ansar,1,0,0,0,0,0,0,Pakistan
Anwar Ali & Shoaib Malik,1,1,0,0*,-,0,0,Pakistan
Babar Azam & Imad Wasim,1,0,0,0,0,0,0,Pakistan
Faheem Ashraf & Hasan Ali,1,0,0,0,0,0,0,Pakistan
Fawad Alam & Mohammad Hafeez,1,0,0,0,0,0,0,Pakistan
Imad Wasim & Kamran Akmal,1,0,0,0,0,0,0,Pakistan
Imran Farhat & Misbah-ul-Haq,1,0,0,0,0,0,0,Pakistan
Imran Farhat & Umar Akmal,1,0,0,0,0,0,0,Pakistan
Khurram Manzoor & Mohammad Hafeez,1,0,0,0,0,0,0,Pakistan
Mohammad Amir & Mohammad Irfan,1,0,0,0,0,0,0,Pakistan
Mohammad Nawaz (3) & Umar Amin,1,0,0,0,0,0,0,Pakistan
Mohammad Nawaz (3) & Usman Shinwari,1,0,0,0,0,0,0,Pakistan
Mohammad Rizwan & Wahab Riaz,1,0,0,0,0,0,0,Pakistan
Shahzaib Hasan & Shoaib Malik,1,0,0,0,0,0,0,Pakistan
Shoaib Akhtar & Umar Gul,1,0,0,0,0,0,0,Pakistan
Shoaib Malik & Wahab Riaz,1,0,0,0,0,0,0,Pakistan
Umar Gul & Zulqarnain Haider,1,0,0,0,0,0,0,Pakistan
DPMD Jayawardene & KC Sangakkara,22,2,822,166,41.1,2,3,Sri Lanka
TM Dilshan & DPMD Jayawardene,31,2,766,145,26.41,1,3,Sri Lanka
TM Dilshan & KC Sangakkara,22,1,626,74,29.8,0,5,Sri Lanka
TM Dilshan & MDKJ Perera,22,0,606,100,27.54,1,2,Sri Lanka
TM Dilshan & ST Jayasuriya,15,0,455,124,30.33,1,3,Sri Lanka
LD Chandimal & TM Dilshan,17,0,430,110,25.29,1,1,Sri Lanka
ST Jayasuriya & DPMD Jayawardene,14,1,321,87,24.69,0,3,Sri Lanka
MD Gunathilaka & BKG Mendis,7,0,300,98,42.85,0,3,Sri Lanka
MDKJ Perera & WU Tharanga,7,0,297,109,42.42,1,2,Sri Lanka
AD Mathews & NLTC Perera,13,4,292,44,32.44,0,0,Sri Lanka
AD Mathews & KC Sangakkara,11,1,255,68*,25.5,0,2,Sri Lanka
CK Kapugedera & AD Mathews,8,0,245,80,30.62,0,2,Sri Lanka
AD Mathews & HDRL Thirimanne,10,0,235,58,23.5,0,1,Sri Lanka
ST Jayasuriya & KC Sangakkara,7,0,227,81,32.42,0,2,Sri Lanka
ST Jayasuriya & WU Tharanga,7,0,218,82,31.14,0,2,Sri Lanka
KMDN Kulasekara & NLTC Perera,8,2,210,44,35,0,0,Sri Lanka
LD Chandimal & MDKJ Perera,7,0,204,54,29.14,0,1,Sri Lanka
LD Chandimal & AD Mathews,9,1,195,60*,24.37,0,2,Sri Lanka
LD Chandimal & CK Kapugedera,5,0,182,52,36.4,0,1,Sri Lanka
TM Dilshan & AD Mathews,8,3,175,42*,35,0,0,Sri Lanka
CK Kapugedera & TAM Siriwardana,8,0,167,55,20.87,0,1,Sri Lanka
MDKJ Perera & KC Sangakkara,4,0,156,78,39,0,1,Sri Lanka
NLTC Perera & MD Shanaka,6,2,156,65*,39,0,1,Sri Lanka
TM Dilshan & BMAJ Mendis,3,1,149,104*,74.5,1,0,Sri Lanka
TM Dilshan & LPC Silva,5,0,147,50,29.4,0,1,Sri Lanka
AD Mathews & BMAJ Mendis,3,0,146,66,48.66,0,2,Sri Lanka
DM de Silva & N Dickwella,3,0,141,71,47,0,2,Sri Lanka
NLTC Perera & KC Sangakkara,6,2,140,56*,35,0,1,Sri Lanka
DPMD Jayawardene & LPC Silva,6,1,135,53,27,0,1,Sri Lanka
N Dickwella & WU Tharanga,7,0,128,36,18.28,0,0,Sri Lanka
DPMD Jayawardene & NLTC Perera,4,1,128,59*,42.66,0,2,Sri Lanka
LD Chandimal & DPMD Jayawardene,4,0,127,59,31.75,0,1,Sri Lanka
LD Chandimal & DM de Silva,4,0,123,53,30.75,0,1,Sri Lanka
TM Dilshan & CK Kapugedera,8,1,123,28,17.57,0,0,Sri Lanka
TM Dilshan & GSNFG Jayasuriya,6,0,121,70,20.16,0,1,Sri Lanka
TM Dilshan & NLTC Perera,4,1,119,44,39.66,0,0,Sri Lanka
CK Kapugedera & KC Sangakkara,4,0,115,69,28.75,0,1,Sri Lanka
N Dickwella & EMDY Munaweera,3,0,114,74,38,0,1,Sri Lanka
ST Jayasuriya & ML Udawatte,4,0,113,66,28.25,0,1,Sri Lanka
MDKJ Perera & NLTC Perera,3,0,111,97,37,0,1,Sri Lanka
LD Chandimal & GSNFG Jayasuriya,2,0,110,56,55,0,2,Sri Lanka
BKG Mendis & WU Tharanga,3,0,110,62,36.66,0,1,Sri Lanka
BKG Mendis & MDKJ Perera,4,0,105,85,26.25,0,1,Sri Lanka
MD Gunathilaka & S Samarawickrama,3,0,96,63,32,0,1,Sri Lanka
TM Dilshan & J Mubarak,6,1,94,51*,18.8,0,1,Sri Lanka
BMAJ Mendis & KC Sangakkara,2,0,94,94,47,0,1,Sri Lanka
DPMD Jayawardene & CK Kapugedera,4,0,91,28,22.75,0,0,Sri Lanka
NLTC Perera & SMSM Senanayake,5,3,84,27*,42,0,0,Sri Lanka
DPMD Jayawardene & J Mubarak,5,0,81,30,16.2,0,0,Sri Lanka
KMDN Kulasekara & AD Mathews,6,2,78,39*,19.5,0,0,Sri Lanka
DAS Gunaratne & TAM Siriwardana,4,0,75,60,18.75,0,1,Sri Lanka
MD Gunathilaka & MDKJ Perera,2,0,75,58,37.5,0,1,Sri Lanka
DPMD Jayawardene & BMAJ Mendis,3,0,74,63,24.66,0,1,Sri Lanka
KC Sangakkara & LPC Silva,3,0,74,35,24.66,0,0,Sri Lanka
DPMD Jayawardene & AD Mathews,7,1,73,25,12.16,0,0,Sri Lanka
AD Mathews & MDKJ Perera,4,0,73,29,18.25,0,0,Sri Lanka
LD Chandimal & KC Sangakkara,4,0,71,26,17.75,0,0,Sri Lanka
CK Kapugedera & NLTC Perera,5,1,70,58,17.5,0,1,Sri Lanka
MDKJ Perera & S Prasanna,3,0,70,33,23.33,0,0,Sri Lanka
BKG Mendis & NLTC Perera,2,0,68,51,34,0,1,Sri Lanka
KC Sangakkara & HDRL Thirimanne,3,0,68,37,22.66,0,0,Sri Lanka
NLTC Perera & HDRL Thirimanne,5,1,61,36,15.25,0,0,Sri Lanka
TM Dilshan & EMDY Munaweera,2,1,60,54,60,0,1,Sri Lanka
TM Dilshan & HDRL Thirimanne,3,0,59,42,19.66,0,0,Sri Lanka
AD Mathews & S Prasanna,3,0,57,39,19,0,0,Sri Lanka
EMDY Munaweera & WU Tharanga,2,0,56,41,28,0,0,Sri Lanka
MD Shanaka & TAM Siriwardana,4,0,56,48,14,0,0,Sri Lanka
MD Shanaka & WU Tharanga,3,0,56,45,18.66,0,0,Sri Lanka
TM Dilshan & TAM Siriwardana,2,1,55,30,55,0,0,Sri Lanka
DAS Gunaratne & S Prasanna,2,1,55,28*,55,0,0,Sri Lanka
MD Gunathilaka & EMDY Munaweera,3,0,54,43,18,0,0,Sri Lanka
HDRL Thirimanne & KDK Vithanage,1,0,54,54,54,0,1,Sri Lanka
CRD Fernando & SL Malinga,3,0,53,44,17.66,0,0,Sri Lanka
DAS Gunaratne & CK Kapugedera,2,0,52,52,26,0,1,Sri Lanka
DAS Gunaratne & MDKJ Perera,3,0,51,41,17,0,0,Sri Lanka
DPMD Jayawardene & HDRL Thirimanne,2,0,51,30,25.5,0,0,Sri Lanka
J Mubarak & ML Udawatte,1,0,51,51,51,0,1,Sri Lanka
A Dananjaya & MD Shanaka,2,1,50,26,50,0,0,Sri Lanka
DM de Silva & AD Mathews,2,0,50,36,25,0,0,Sri Lanka
EMDY Munaweera & MDKJ Perera,3,0,50,32,16.66,0,0,Sri Lanka
NLTC Perera & TAM Siriwardana,2,0,50,49,25,0,0,Sri Lanka
LD Chandimal & MD Gunathilaka,3,0,49,19,16.33,0,0,Sri Lanka
CK Kapugedera & MF Maharoof,2,1,49,30*,49,0,0,Sri Lanka
RJMGM Rupasinghe & KC Sangakkara,1,0,49,49,49,0,0,Sri Lanka
DPMD Jayawardene & MDKJ Perera,4,0,46,25,11.5,0,0,Sri Lanka
J Mubarak & KC Sangakkara,2,1,46,33*,46,0,0,Sri Lanka
CK Kapugedera & MD Shanaka,3,0,45,27,15,0,0,Sri Lanka
J Mubarak & G Wijekoon,1,1,45,45*,-,0,0,Sri Lanka
DAS Gunaratne & S Samarawickrama,2,0,43,38,21.5,0,0,Sri Lanka
AD Mathews & JDF Vandersay,2,2,43,39*,-,0,0,Sri Lanka
S Prasanna & TAM Siriwardana,2,1,43,29,43,0,0,Sri Lanka
MD Gunathilaka & TAM Siriwardana,1,0,42,42,42,0,0,Sri Lanka
DM de Silva & MDKJ Perera,2,0,41,35,20.5,0,0,Sri Lanka
TM Dilshan & HGJM Kulatunga,2,0,41,28,20.5,0,0,Sri Lanka
DAS Gunaratne & KMDN Kulasekara,1,0,41,41,41,0,0,Sri Lanka
CK Kapugedera & S Prasanna,2,1,41,21,41,0,0,Sri Lanka
J Mubarak & WPUJC Vaas,1,0,40,40,40,0,0,Sri Lanka
KC Sangakkara & WU Tharanga,2,0,40,32,20,0,0,Sri Lanka
PC de Silva & MD Shanaka,1,0,39,39,39,0,0,Sri Lanka
LD Chandimal & N Dickwella,3,0,38,20,12.66,0,0,Sri Lanka
SL Malinga & NLTC Perera,2,0,38,37,19,0,0,Sri Lanka
NLTC Perera & S Prasanna,4,1,38,17,12.66,0,0,Sri Lanka
DM de Silva & TAM Siriwardana,1,0,37,37,37,0,0,Sri Lanka
N Dickwella & MD Shanaka,1,0,37,37,37,0,0,Sri Lanka
AD Mathews & MD Shanaka,3,0,37,18,12.33,0,0,Sri Lanka
EMDY Munaweera & SMA Priyanjan,1,0,37,37,37,0,0,Sri Lanka
TM Dilshan & ML Udawatte,1,0,36,36,36,0,0,Sri Lanka
SMA Priyanjan & I Udana,1,1,36,36*,-,0,0,Sri Lanka
MD Shanaka & ML Udawatte,2,0,36,36,18,0,0,Sri Lanka
LD Chandimal & MD Shanaka,4,1,35,19,11.66,0,0,Sri Lanka
TM Dilshan & WPUJC Vaas,1,0,35,35,35,0,0,Sri Lanka
CK Kapugedera & KMDN Kulasekara,4,0,35,20,8.75,0,0,Sri Lanka
LD Chandimal & TAM Siriwardana,4,0,34,22,8.5,0,0,Sri Lanka
LD Chandimal & BKG Mendis,2,0,33,31,16.5,0,0,Sri Lanka
LD Chandimal & HDRL Thirimanne,3,0,33,14,11,0,0,Sri Lanka
CK Kapugedera & J Mubarak,2,0,33,21,16.5,0,0,Sri Lanka
CK Kapugedera & K Weeraratne,2,0,33,21,16.5,0,0,Sri Lanka
CK Kapugedera & SMSM Senanayake,1,0,32,32,32,0,0,Sri Lanka
KMDN Kulasekara & SL Malinga,5,0,32,27,6.4,0,0,Sri Lanka
BKG Mendis & EMDY Munaweera,2,0,32,27,16,0,0,Sri Lanka
DM de Silva & S Prasanna,2,0,30,28,15,0,0,Sri Lanka
TM Dilshan & WU Tharanga,1,0,30,30,30,0,0,Sri Lanka
CU Jayasinghe & KC Sangakkara,1,0,30,30,30,0,0,Sri Lanka
SS Pathirana & S Prasanna,2,0,30,28,15,0,0,Sri Lanka
DM de Silva & GSNFG Jayasuriya,1,0,29,29,29,0,0,Sri Lanka
DM de Silva & PHKD Mendis,1,0,28,28,28,0,0,Sri Lanka
ST Jayasuriya & J Mubarak,2,0,28,26,14,0,0,Sri Lanka
SHT Kandamby & CK Kapugedera,1,0,28,28,28,0,0,Sri Lanka
LHD Dilhara & TM Dilshan,1,0,27,27,27,0,0,Sri Lanka
S Prasanna & MD Shanaka,1,0,27,27,27,0,0,Sri Lanka
LD Chandimal & NLTC Perera,4,0,26,18,6.5,0,0,Sri Lanka
DAS Gunaratne & EMDY Munaweera,3,0,26,13,8.66,0,0,Sri Lanka
DAS Gunaratne & MD Shanaka,1,0,26,26,26,0,0,Sri Lanka
GSNFG Jayasuriya & TAM Siriwardana,1,0,26,26,26,0,0,Sri Lanka
LD Chandimal & DAS Gunaratne,2,1,25,16*,25,0,0,Sri Lanka
B Fernando & CK Kapugedera,1,1,25,25*,-,0,0,Sri Lanka
AD Mathews & TAM Siriwardana,4,0,25,15,6.25,0,0,Sri Lanka
NLTC Perera & I Udana,2,0,25,16,12.5,0,0,Sri Lanka
LD Chandimal & RLB Rambukwella,1,0,24,24,24,0,0,Sri Lanka
KS Lokuarachchi & HDRL Thirimanne,1,0,24,24,24,0,0,Sri Lanka
AD Mathews & RJMGM Rupasinghe,1,0,24,24,24,0,0,Sri Lanka
BKG Mendis & S Prasanna,1,0,24,24,24,0,0,Sri Lanka
TM Dilshan & MD Gunathilaka,3,0,23,11,7.66,0,0,Sri Lanka
DPMD Jayawardene & HGJM Kulatunga,1,0,22,22,22,0,0,Sri Lanka
EMDY Munaweera & KC Sangakkara,1,0,22,22,22,0,0,Sri Lanka
SMA Priyanjan & S Samarawickrama,1,0,22,22,22,0,0,Sri Lanka
CK Kapugedera & WU Tharanga,2,0,21,21,10.5,0,0,Sri Lanka
SL Malinga & WPUJC Vaas,2,0,21,16,10.5,0,0,Sri Lanka
S Prasanna & SMA Priyanjan,1,0,21,21,21,0,0,Sri Lanka
LHD Dilhara & KMDN Kulasekara,1,1,20,20*,-,0,0,Sri Lanka
CU Jayasinghe & DPMD Jayawardene,1,0,20,20,20,0,0,Sri Lanka
PVD Chameera & KMDN Kulasekara,2,0,19,13,9.5,0,0,Sri Lanka
AD Mathews & J Mubarak,2,1,19,16,19,0,0,Sri Lanka
LPC Silva & K Weeraratne,1,1,19,19*,-,0,0,Sri Lanka
RP Arnold & KC Sangakkara,1,0,18,18,18,0,0,Sri Lanka
MS Atapattu & KC Sangakkara,1,0,18,18,18,0,0,Sri Lanka
DM de Silva & CK Kapugedera,1,0,18,18,18,0,0,Sri Lanka
CK Kapugedera & SL Malinga,1,0,18,18,18,0,0,Sri Lanka
KMDN Kulasekara & KC Sangakkara,2,0,18,14,9,0,0,Sri Lanka
KMDN Kulasekara & TAM Siriwardana,1,0,18,18,18,0,0,Sri Lanka
AD Mathews & BKG Mendis,2,0,18,16,9,0,0,Sri Lanka
J Mubarak & LPC Silva,1,0,17,17,17,0,0,Sri Lanka
HMCM Bandara & KMDN Kulasekara,2,0,16,11,8,0,0,Sri Lanka
LD Chandimal & S Prasanna,1,0,16,16,16,0,0,Sri Lanka
DAS Gunaratne & MD Gunathilaka,1,0,16,16,16,0,0,Sri Lanka
DAS Gunaratne & SL Malinga,1,1,16,16*,-,0,0,Sri Lanka
AD Mathews & EMDY Munaweera,1,0,16,16,16,0,0,Sri Lanka
TM Dilshan & K Weeraratne,2,0,15,14,7.5,0,0,Sri Lanka
S Prasanna & JRMVB Sanjaya,1,0,15,15,15,0,0,Sri Lanka
LD Chandimal & RMS Eranga,1,0,14,14,14,0,0,Sri Lanka
LD Chandimal & LPC Silva,1,0,14,14,14,0,0,Sri Lanka
CU Jayasinghe & CK Kapugedera,2,0,14,14,7,0,0,Sri Lanka
SL Malinga & BAW Mendis,4,2,14,5*,7,0,0,Sri Lanka
NLTC Perera & SMA Priyanjan,1,0,14,14,14,0,0,Sri Lanka
DAS Gunaratne & NLTC Perera,1,0,13,13,13,0,0,Sri Lanka
HMRKB Herath & MD Shanaka,1,0,13,13,13,0,0,Sri Lanka
DPMD Jayawardene & KMDN Kulasekara,1,0,13,13,13,0,0,Sri Lanka
KMDN Kulasekara & JRMVB Sanjaya,2,0,13,7,6.5,0,0,Sri Lanka
PVD Chameera & A Dananjaya,2,0,12,6,6,0,0,Sri Lanka
CU Jayasinghe & K Weeraratne,1,0,12,12,12,0,0,Sri Lanka
KMC Bandara & MF Maharoof,1,0,11,11,11,0,0,Sri Lanka
LD Chandimal & I Udana,1,1,11,11*,-,0,0,Sri Lanka
DM de Silva & SMSM Senanayake,1,0,11,11,11,0,0,Sri Lanka
N Dickwella & BKG Mendis,2,0,11,7,5.5,0,0,Sri Lanka
MD Shanaka & JDF Vandersay,1,0,11,11,11,0,0,Sri Lanka
TAM Siriwardana & HDRL Thirimanne,1,0,11,11,11,0,0,Sri Lanka
LD Chandimal & S Randiv,1,0,10,10,10,0,0,Sri Lanka
DM de Silva & SS Pathirana,1,0,10,10,10,0,0,Sri Lanka
PC de Silva & NLTC Perera,1,0,10,10,10,0,0,Sri Lanka
CK Kapugedera & RJMGM Rupasinghe,1,0,10,10,10,0,0,Sri Lanka
SL Malinga & LPC Silva,1,0,10,10,10,0,0,Sri Lanka
AD Mathews & I Udana,2,0,10,5,5,0,0,Sri Lanka
AK Perera & KC Sangakkara,1,0,10,10,10,0,0,Sri Lanka
PVD Chameera & CRD Fernando,1,0,9,9,9,0,0,Sri Lanka
PVD Chameera & MVT Fernando,1,0,9,9,9,0,0,Sri Lanka
