Player,Career Span,Start,End,Matches_Played,Innings_Batted,Not_Outs,Runs_Scored,Highest_Innings_Score,Highest_Innings_Score_Num,Batting_Avg,Balls_Faced,Strike_Rate,100_Scored,50_Scored,Ducks,4sBoundary,6sBoundary,Country
MN Samuels ,2007-2018,2007,2018,67,65,10,1611,89*,89,29.29,1386,116.23,0,10,0,144,69,West Indies
CH Gayle ,2006-2018,2006,2018,56,52,4,1607,117,117,33.47,1123,143.09,2,13,3,137,103,West Indies
DJ Bravo ,2006-2016,2006,2016,66,59,12,1142,66*,66,24.29,981,116.41,0,4,4,67,49,West Indies
LMP Simmons ,2007-2017,2007,2017,45,44,6,907,82*,82,23.86,777,116.73,0,5,6,86,33,West Indies
KA Pollard ,2008-2018,2008,2018,59,50,10,788,63*,63,19.7,618,127.5,0,2,1,56,40,West Indies
ADS Fletcher ,2008-2018,2008,2018,42,40,4,765,84*,84,21.25,707,108.2,0,6,6,54,37,West Indies
J Charles ,2011-2016,2011,2016,34,33,0,724,84,84,21.93,595,121.68,0,4,4,84,26,West Indies
E Lewis ,2016-2018,2016,2018,20,20,1,637,125*,125,33.52,389,163.75,2,4,1,38,54,West Indies
DR Smith ,2006-2015,2006,2015,33,32,0,582,72,72,18.18,474,122.78,0,3,1,62,31,West Indies
D Ramdin ,2006-2018,2006,2018,68,47,14,581,55*,55,17.6,498,116.66,0,1,3,48,18,West Indies
DJG Sammy ,2007-2016,2007,2016,66,50,16,534,42*,42,15.7,359,148.74,0,0,3,42,27,West Indies
AD Russell ,2011-2018,2011,2018,47,39,13,465,47,47,17.88,329,141.33,0,0,6,30,32,West Indies
S Chanderpaul ,2006-2010,2006,2010,22,22,5,343,41,41,20.17,347,98.84,0,0,0,34,5,West Indies
DM Bravo ,2010-2018,2010,2018,17,15,1,308,43*,43,22,278,110.79,0,0,2,26,11,West Indies
RR Sarwan ,2007-2010,2007,2010,18,16,3,298,59,59,22.92,286,104.19,0,2,1,19,6,West Indies
CR Brathwaite ,2011-2018,2011,2018,35,22,6,281,37*,37,17.56,228,123.24,0,0,1,13,20,West Indies
CAK Walton ,2014-2018,2014,2018,19,17,0,225,40,40,13.23,203,110.83,0,0,5,23,11,West Indies
R Powell ,2017-2018,2017,2018,20,15,2,221,50,50,17,191,115.7,0,1,1,18,8,West Indies
DS Smith ,2007-2009,2007,2009,6,6,0,203,61,61,33.83,161,126.08,0,2,0,22,5,West Indies
SD Hope ,2017-2018,2017,2018,9,7,0,173,55,55,24.71,111,155.85,0,1,0,19,9,West Indies
N Pooran ,2016-2018,2016,2018,8,8,2,148,53*,53,24.66,97,152.57,0,1,0,14,8,West Indies
SP Narine ,2012-2017,2012,2017,48,20,8,147,30,30,12.25,116,126.72,0,0,2,13,5,West Indies
KMA Paul ,2018-2018,2018,2018,13,9,4,124,29,29,24.8,96,129.16,0,0,0,8,7,West Indies
JE Taylor ,2006-2018,2006,2018,30,15,6,118,21,21,13.11,92,128.26,0,0,1,10,6,West Indies
XM Marshall ,2008-2009,2008,2009,6,6,0,96,36,36,16,77,124.67,0,0,1,8,4,West Indies
RS Morton ,2006-2010,2006,2010,7,7,1,96,40,40,16,103,93.2,0,0,1,8,2,West Indies
JN Mohammed ,2017-2018,2017,2018,9,8,3,90,23*,23,18,103,87.37,0,0,1,9,1,West Indies
CD Barnwell ,2011-2013,2011,2013,6,6,2,78,34*,34,19.5,62,125.8,0,0,1,4,4,West Indies
SO Hetmyer ,2018-2018,2018,2018,8,6,0,77,26,26,12.83,63,122.22,0,0,1,10,3,West Indies
AR Nurse ,2011-2018,2011,2018,12,7,5,72,20*,20,36,63,114.28,0,0,0,5,3,West Indies
TM Dowlin ,2009-2010,2009,2010,2,2,1,68,37*,37,68,69,98.55,0,0,0,8,0,West Indies
DP Hyatt ,2011-2012,2011,2012,5,5,1,64,28,28,16,54,118.51,0,0,0,4,4,West Indies
N Deonarine ,2010-2013,2010,2013,8,7,2,55,36*,36,11,53,103.77,0,0,3,5,0,West Indies
S Badree ,2012-2018,2012,2018,50,15,9,43,14*,14,7.16,63,68.25,0,0,0,1,1,West Indies
NO Miller ,2009-2014,2009,2014,9,5,4,43,15*,15,43,47,91.48,0,0,0,2,0,West Indies
JO Holder ,2014-2017,2014,2017,8,4,1,42,26*,26,14,37,113.51,0,0,1,4,1,West Indies
SJ Benn ,2008-2016,2008,2016,24,7,4,37,13*,13,12.33,42,88.09,0,0,1,5,1,West Indies
FA Allen ,2018-2018,2018,2018,6,4,0,35,27,27,8.75,31,112.9,0,0,2,5,0,West Indies
SE Findlay ,2008-2008,2008,2008,2,2,0,32,19,19,16,31,103.22,0,0,0,4,0,West Indies
WW Hinds ,2006-2010,2006,2010,5,5,1,30,14,14,7.5,41,73.17,0,0,1,3,0,West Indies
NE Bonner ,2011-2012,2011,2012,2,2,0,27,24,24,13.5,38,71.05,0,0,0,2,0,West Indies
D Ganga ,2006-2006,2006,2006,1,1,0,26,26,26,26,31,83.87,0,0,0,3,1,West Indies
AB Barath ,2010-2011,2010,2011,2,2,0,23,15,15,11.5,39,58.97,0,0,0,3,0,West Indies
FL Reifer ,2009-2009,2009,2009,1,1,0,22,22,22,22,20,110,0,0,0,2,1,West Indies
TL Best ,2013-2014,2013,2014,6,1,1,17,17*,17,-,9,188.88,0,0,0,0,2,West Indies
RR Emrit ,2018-2018,2018,2018,4,3,0,17,11,11,5.66,27,62.96,0,0,0,0,1,West Indies
KOA Powell ,2014-2014,2014,2014,1,1,0,12,12,12,12,14,85.71,0,0,0,1,0,West Indies
R Rampaul ,2007-2015,2007,2015,23,6,5,12,8,8,12,21,57.14,0,0,0,0,0,West Indies
CS Baugh ,2008-2012,2008,2012,3,3,0,10,7,7,3.33,12,83.33,0,0,0,1,0,West Indies
FH Edwards ,2007-2012,2007,2012,20,4,2,10,7*,7,5,9,111.11,0,0,1,1,0,West Indies
BA Parchment ,2007-2007,2007,2007,1,1,0,10,10,10,10,6,166.66,0,0,0,1,1,West Indies
K Pierre ,2018-2018,2018,2018,3,2,1,10,9*,9,10,9,111.11,0,0,0,2,0,West Indies
ACL Richards ,2007-2007,2007,2007,1,1,0,10,10,10,10,15,66.66,0,0,0,1,0,West Indies
WKD Perkins ,2008-2008,2008,2008,1,1,0,9,9,9,9,11,81.81,0,0,0,1,0,West Indies
O Thomas ,2018-2018,2018,2018,6,3,1,8,8*,8,4,8,100,0,0,2,2,0,West Indies
D Bishoo ,2011-2015,2011,2015,5,2,1,6,6*,6,6,6,100,0,0,1,1,0,West Indies
OF Smith ,2018-2018,2018,2018,2,1,0,6,6,6,6,5,120,0,0,0,1,0,West Indies
KOK Williams ,2016-2018,2016,2018,18,5,2,6,3,3,2,10,60,0,0,1,0,0,West Indies
SS Cottrell ,2014-2018,2014,2018,10,3,2,5,3*,3,5,10,50,0,0,1,0,0,West Indies
AM McCarthy ,2018-2018,2018,2018,1,1,0,5,5,5,5,8,62.5,0,0,0,0,0,West Indies
GE Mathurin ,2011-2012,2011,2012,3,2,2,4,3*,3,-,5,80,0,0,0,0,0,West Indies
MC Bascombe ,2011-2011,2011,2011,1,1,0,3,3,3,3,7,42.85,0,0,0,0,0,West Indies
KAJ Roach ,2008-2012,2008,2012,11,1,1,3,3*,3,-,2,150,0,0,0,0,0,West Indies
SE Rutherford ,2018-2018,2018,2018,1,1,0,2,2,2,2,6,33.33,0,0,0,0,0,West Indies
DE Bernard ,2009-2009,2009,2009,1,1,1,1,1*,1,-,1,100,0,0,0,0,0,West Indies
DBL Powell ,2007-2007,2007,2007,5,1,1,1,1*,1,-,1,100,0,0,0,0,0,West Indies
IDR Bradshaw ,2006-2006,2006,2006,1,1,1,0,0*,0,-,0,-,0,0,0,0,0,West Indies
DO Christian ,2011-2011,2011,2011,2,1,0,0,0,0,0,2,0,0,0,1,0,0,West Indies
RN Lewis ,2008-2008,2008,2008,1,1,0,0,0,0,0,4,0,0,0,1,0,0,West Indies
DM Richards ,2009-2009,2009,2009,1,1,0,0,0,0,0,1,0,0,0,1,0,0,West Indies
K Santokie ,2011-2014,2011,2014,12,1,1,0,0*,0,-,0,-,0,0,0,0,0,West Indies
LS Baker ,2008-2009,2008,2009,3,-,-,-,-,-,-,-,-,-,-,-,-,-,West Indies
DK Butler ,2006-2006,2006,2006,1,-,-,-,-,-,-,-,-,-,-,-,-,-,West Indies
ST Gabriel ,2013-2013,2013,2013,2,-,-,-,-,-,-,-,-,-,-,-,-,-,West Indies
A Martin ,2011-2011,2011,2011,1,-,-,-,-,-,-,-,-,-,-,-,-,-,West Indies
V Permaul ,2018-2018,2018,2018,1,-,-,-,-,-,-,-,-,-,-,-,-,-,West Indies
DC Thomas ,2009-2013,2009,2013,3,-,-,-,-,-,-,-,-,-,-,-,-,-,West Indies
GC Tonge ,2009-2009,2009,2009,1,-,-,-,-,-,-,-,-,-,-,-,-,-,West Indies
MJ Guptill ,2009-2018,2009,2018,75,73,7,2271,105,105,34.4,1709,132.88,2,14,2,200,103,New Zealand
BB McCullum ,2005-2015,2005,2015,71,70,10,2140,123,123,35.66,1571,136.21,2,13,3,199,91,New Zealand
LRPL Taylor ,2006-2018,2006,2018,84,76,18,1467,63,63,25.29,1210,121.23,0,5,4,94,55,New Zealand
KS Williamson ,2011-2018,2011,2018,54,52,7,1424,73*,73,31.64,1176,121.08,0,9,2,152,23,New Zealand
C Munro ,2012-2018,2012,2018,48,45,7,1277,109*,109,33.6,792,161.23,3,8,4,95,83,New Zealand
SB Styris ,2005-2010,2005,2010,31,29,2,578,66,66,21.4,483,119.66,0,1,0,40,25,New Zealand
CJ Anderson ,2012-2018,2012,2018,31,24,4,485,94*,94,24.25,351,138.17,0,2,3,30,26,New Zealand
JDP Oram ,2005-2012,2005,2012,36,30,7,474,66*,66,20.6,339,139.82,0,2,3,38,22,New Zealand
JEC Franklin ,2006-2013,2006,2013,38,31,8,463,60,60,20.13,391,118.41,0,2,2,28,23,New Zealand
JD Ryder ,2008-2014,2008,2014,22,21,1,457,62,62,22.85,358,127.65,0,3,2,47,18,New Zealand
RJ Nicol ,2010-2013,2010,2013,21,19,0,327,58,58,17.21,296,110.47,0,2,2,33,11,New Zealand
L Ronchi ,2013-2017,2013,2017,29,23,6,312,51*,51,18.35,227,137.44,0,1,4,22,13,New Zealand
NL McCullum ,2007-2016,2007,2016,63,41,15,299,36*,36,11.5,297,100.67,0,0,4,19,8,New Zealand
TC Bruce ,2017-2018,2017,2018,14,14,2,226,59*,59,18.83,176,128.4,0,1,0,21,7,New Zealand
DL Vettori ,2007-2014,2007,2014,34,22,6,205,38,38,12.81,190,107.89,0,0,3,14,2,New Zealand
CD McMillan ,2005-2007,2005,2007,8,7,1,187,57,57,31.16,117,159.82,0,1,0,8,14,New Zealand
C de Grandhomme ,2012-2018,2012,2018,22,20,7,178,41*,41,13.69,129,137.98,0,0,2,9,11,New Zealand
L Vincent ,2006-2007,2006,2007,9,9,0,174,42,42,19.33,174,100,0,0,1,17,3,New Zealand
MJ Santner ,2015-2018,2015,2018,27,17,6,170,37,37,15.45,132,128.78,0,0,2,15,5,New Zealand
TWM Latham ,2012-2017,2012,2017,13,10,0,163,39,39,16.3,157,103.82,0,0,0,12,2,New Zealand
GD Elliott ,2009-2016,2009,2016,16,14,4,157,27,27,15.7,149,105.36,0,0,0,10,2,New Zealand
HD Rutherford ,2013-2013,2013,2013,7,6,0,151,62,62,25.16,104,145.19,0,1,0,12,9,New Zealand
GD Phillips ,2017-2018,2017,2018,11,10,1,140,56,56,15.55,140,100,0,1,0,9,5,New Zealand
KD Mills ,2005-2014,2005,2014,42,19,7,137,33*,33,11.41,123,111.38,0,0,4,11,5,New Zealand
TG Southee ,2008-2018,2008,2018,54,23,7,132,23,23,8.25,96,137.5,0,0,4,12,7,New Zealand
PG Fulton ,2006-2012,2006,2012,12,12,1,127,25,25,11.54,140,90.71,0,0,2,7,6,New Zealand
AJ Redmond ,2009-2010,2009,2010,7,6,0,126,63,63,21,84,150,0,1,0,19,2,New Zealand
JDS Neesham ,2012-2017,2012,2017,15,12,3,122,28,28,13.55,93,131.18,0,0,1,15,3,New Zealand
AP Devcich ,2013-2014,2013,2014,4,4,0,111,59,59,27.75,79,140.5,0,1,0,17,2,New Zealand
SP Fleming ,2005-2006,2005,2006,5,5,0,110,38,38,22,85,129.41,0,0,0,20,0,New Zealand
GH Worker ,2015-2015,2015,2015,2,2,0,90,62,62,45,64,140.62,0,1,0,6,5,New Zealand
GJ Hopkins ,2007-2010,2007,2010,10,8,0,86,36,36,10.75,71,121.12,0,0,0,5,5,New Zealand
MS Chapman ,2018-2018,2018,2018,5,5,1,83,37*,37,20.75,69,120.28,0,0,0,4,4,New Zealand
DAJ Bracewell ,2011-2018,2011,2018,17,9,5,77,21*,21,19.25,57,135.08,0,0,2,5,4,New Zealand
NJ Astle ,2005-2006,2005,2006,4,4,1,74,40*,40,24.66,67,110.44,0,0,0,7,2,New Zealand
NT Broom ,2009-2017,2009,2017,11,7,1,73,36,36,12.16,68,107.35,0,0,0,8,1,New Zealand
PD McGlashan ,2006-2010,2006,2010,11,9,1,61,26,26,7.62,64,95.31,0,0,0,6,2,New Zealand
DR Flynn ,2008-2012,2008,2012,5,5,0,59,23,23,11.8,51,115.68,0,0,0,1,4,New Zealand
JM How ,2007-2008,2007,2008,5,5,0,56,31,31,11.2,67,83.58,0,0,0,5,1,New Zealand
IS Sodhi ,2014-2018,2014,2018,29,6,3,50,15,15,16.66,49,102.04,0,0,1,4,2,New Zealand
TL Seifert ,2018-2018,2018,2018,7,6,1,40,14*,14,8,29,137.93,0,0,2,2,4,New Zealand
AK Kitchen ,2017-2018,2017,2018,5,4,1,38,16,16,12.66,32,118.75,0,0,0,3,1,New Zealand
BJ Watling ,2009-2014,2009,2014,5,4,0,38,22,22,9.5,58,65.51,0,0,0,3,0,New Zealand
RM Hira ,2012-2013,2012,2013,15,3,1,37,20*,20,18.5,33,112.12,0,0,0,4,1,New Zealand
BM Wheeler ,2017-2018,2017,2018,6,4,2,37,30,30,18.5,28,132.14,0,0,0,3,2,New Zealand
AM Ellis ,2012-2013,2012,2013,5,5,2,25,16,16,8.33,21,119.04,0,0,0,1,1,New Zealand
PJ Ingram ,2010-2010,2010,2010,3,3,1,22,20*,20,11,35,62.85,0,0,1,3,0,New Zealand
SE Bond ,2005-2010,2005,2010,20,8,3,21,8*,8,4.2,21,100,0,0,2,2,0,New Zealand
MR Gillespie ,2006-2008,2006,2008,11,6,4,21,7,7,10.5,29,72.41,0,0,0,0,0,New Zealand
AF Milne ,2010-2018,2010,2018,21,8,8,21,10*,10,-,23,91.3,0,0,0,1,0,New Zealand
JW Wilson ,2005-2005,2005,2005,1,1,0,18,18,18,18,14,128.57,0,0,0,2,0,New Zealand
TA Blundell ,2017-2018,2017,2018,3,2,1,17,14,14,17,21,80.95,0,0,0,0,0,New Zealand
HM Nicholls ,2016-2017,2016,2017,4,3,0,15,7,7,5,22,68.18,0,0,0,2,0,New Zealand
TA Boult ,2013-2018,2013,2018,25,7,3,14,5,5,3.5,24,58.33,0,0,1,0,0,New Zealand
MJ McClenaghan ,2012-2016,2012,2016,28,7,4,14,6*,6,4.66,15,93.33,0,0,2,1,1,New Zealand
JAH Marshall ,2005-2008,2005,2008,3,2,0,14,13,13,7,15,93.33,0,0,0,2,0,New Zealand
AR Adams ,2005-2006,2005,2006,4,2,1,13,7,7,13,12,108.33,0,0,0,1,0,New Zealand
PA Hitchcock ,2008-2008,2008,2008,1,1,0,13,13,13,13,11,118.18,0,0,0,1,1,New Zealand
HJH Marshall ,2005-2006,2005,2006,3,3,0,12,8,8,4,14,85.71,0,0,0,0,0,New Zealand
MJ Henry ,2014-2017,2014,2017,6,2,1,10,10,10,10,5,200,0,0,0,2,0,New Zealand
JS Patel ,2005-2008,2005,2008,11,4,1,9,5,5,3,14,64.28,0,0,1,1,0,New Zealand
DG Brownlie ,2010-2014,2010,2014,5,5,0,6,5,5,1.2,18,33.33,0,0,3,1,0,New Zealand
IG Butler ,2009-2013,2009,2013,19,6,5,5,2*,2,5,10,50,0,0,0,0,0,New Zealand
CS Martin ,2007-2008,2007,2008,6,1,1,5,5*,5,-,6,83.33,0,0,0,0,0,New Zealand
DR Tuffey ,2005-2010,2005,2010,3,2,1,5,5*,5,5,5,100,0,0,1,1,0,New Zealand
CL Cairns ,2005-2006,2005,2006,2,2,0,3,2,2,1.5,13,23.07,0,0,0,0,0,New Zealand
MJ Mason ,2006-2008,2006,2008,3,1,0,2,2,2,2,2,100,0,0,0,0,0,New Zealand
SHA Rance ,2017-2018,2017,2018,5,2,0,2,1,1,1,4,50,0,0,0,0,0,New Zealand
TD Astle ,2016-2016,2016,2016,2,1,0,1,1,1,1,5,20,0,0,0,0,0,New Zealand
LH Ferguson ,2017-2018,2017,2018,2,1,0,1,1,1,1,3,33.33,0,0,0,0,0,New Zealand
EP Thompson ,2008-2008,2008,2008,1,1,1,1,1*,1,-,1,100,0,0,0,0,0,New Zealand
AJ McKay ,2010-2010,2010,2010,2,1,0,0,0,0,0,1,0,0,0,1,0,0,New Zealand
MS Sinclair ,2005-2007,2005,2007,2,2,0,0,0,0,0,5,0,0,0,2,0,0,New Zealand
GW Aldridge ,2011-2011,2011,2011,1,-,-,-,-,-,-,-,-,-,-,-,-,-,New Zealand
MD Bates ,2012-2012,2012,2012,3,-,-,-,-,-,-,-,-,-,-,-,-,-,New Zealand
BJ Diamanti ,2009-2009,2009,2009,1,-,-,-,-,-,-,-,-,-,-,-,-,-,New Zealand
IE O'Brien (2009-2009),2009-2009,2009,2009,4,-,-,-,-,-,-,-,-,-,-,-,-,-,New Zealand
AY Patel ,2018-2018,2018,2018,2,-,-,-,-,-,-,-,-,-,-,-,-,-,New Zealand
LJ Woodcock ,2010-2011,2010,2011,3,-,-,-,-,-,-,-,-,-,-,-,-,-,New Zealand
RG Sharma ,2007-2018,2007,2018,90,82,14,2237,118,118,32.89,1619,138.17,4,15,6,201,98,India
V Kohli ,2010-2018,2010,2018,65,60,16,2167,90*,90,49.25,1592,136.11,0,19,2,218,48,India
SK Raina ,2006-2018,2006,2018,78,66,11,1605,101,101,29.18,1190,134.87,1,5,3,145,58,India
MS Dhoni ,2006-2018,2006,2018,93,80,40,1487,56,56,37.17,1170,127.09,0,2,1,107,47,India
S Dhawan ,2011-2018,2011,2018,46,45,3,1232,92,92,29.33,927,132.9,0,9,1,138,39,India
Yuvraj Singh ,2007-2017,2007,2017,58,51,9,1177,77*,77,28.02,863,136.38,0,8,1,77,74,India
G Gambhir ,2007-2012,2007,2012,37,36,2,932,75,75,27.41,783,119.02,0,7,2,109,10,India
KL Rahul ,2016-2018,2016,2018,25,22,4,782,110*,110,43.44,527,148.38,2,4,1,67,36,India
MK Pandey ,2015-2018,2015,2018,28,23,10,538,79*,79,41.38,438,122.83,0,2,2,35,16,India
V Sehwag ,2006-2012,2006,2012,19,18,0,394,68,68,21.88,271,145.38,0,2,1,43,16,India
AM Rahane ,2011-2016,2011,2016,20,20,2,375,61,61,20.83,331,113.29,0,1,2,32,6,India
KD Karthik ,2006-2018,2006,2018,26,21,12,352,48,48,39.11,245,143.67,0,0,1,40,11,India
HH Pandya ,2016-2018,2016,2018,35,22,6,271,33*,33,16.93,177,153.1,0,0,2,15,17,India
RV Uthappa ,2007-2015,2007,2015,13,12,2,249,50,50,24.9,211,118,0,1,1,26,6,India
YK Pathan ,2007-2012,2007,2012,22,18,5,236,37*,37,18.15,161,146.58,0,0,3,11,17,India
IK Pathan ,2006-2012,2006,2012,24,14,7,172,33*,33,24.57,144,119.44,0,0,0,9,7,India
M Vijay ,2010-2015,2010,2015,9,9,0,169,48,48,18.77,154,109.74,0,0,1,13,8,India
RR Pant ,2017-2018,2017,2018,10,9,1,157,58,58,19.62,134,117.16,0,1,1,12,6,India
R Ashwin ,2010-2017,2010,2017,46,11,7,123,31*,31,30.75,115,106.95,0,0,0,14,1,India
KM Jadhav ,2015-2017,2015,2017,9,6,0,122,58,58,20.33,99,123.23,0,1,0,12,3,India
RA Jadeja ,2009-2017,2009,2017,40,18,6,116,25,25,9.66,124,93.54,0,0,2,6,2,India
Harbhajan Singh ,2006-2016,2006,2016,28,13,5,108,21,21,13.5,87,124.13,0,0,1,11,4,India
Mandeep Singh ,2016-2016,2016,2016,3,3,1,87,52*,52,43.5,73,119.17,0,1,0,11,1,India
SS Iyer ,2017-2017,2017,2017,6,5,0,83,30,30,16.6,80,103.75,0,0,1,8,1,India
AR Patel ,2015-2018,2015,2018,11,7,3,68,20*,20,17,54,125.92,0,0,0,3,3,India
S Badrinath ,2011-2011,2011,2011,1,1,0,43,43,43,43,37,116.21,0,0,0,5,0,India
AT Rayudu ,2014-2016,2014,2016,6,5,1,42,20,20,10.5,50,84,0,0,2,5,0,India
D Mongia ,2006-2006,2006,2006,1,1,0,38,38,38,38,45,84.44,0,0,0,4,1,India
PA Patel ,2011-2011,2011,2011,2,2,0,36,26,26,18,32,112.5,0,0,0,4,1,India
STR Binny ,2015-2016,2015,2016,3,2,0,35,24,24,17.5,29,120.68,0,0,0,2,1,India
R Dravid ,2011-2011,2011,2011,1,1,0,31,31,31,31,21,147.61,0,0,0,0,3,India
A Nehra ,2009-2017,2009,2017,27,5,0,28,22,22,5.6,39,71.79,0,0,3,1,2,India
KH Pandya ,2018-2018,2018,2018,6,2,1,23,21*,21,23,13,176.92,0,0,0,3,0,India
AB Dinda ,2009-2012,2009,2012,9,2,1,22,19,19,22,24,91.66,0,0,0,1,0,India
B Kumar ,2012-2018,2012,2018,34,8,5,22,9,9,7.33,26,84.61,0,0,1,0,0,India
Kuldeep Yadav ,2017-2018,2017,2018,17,2,1,20,16,16,20,20,100,0,0,0,2,0,India
S Sreesanth ,2006-2008,2006,2008,10,3,2,20,19*,19,20,14,142.85,0,0,1,4,0,India
SV Samson ,2015-2015,2015,2015,1,1,0,19,19,19,19,24,79.16,0,0,0,1,0,India
V Shankar ,2018-2018,2018,2018,5,1,0,17,17,17,17,19,89.47,0,0,0,3,0,India
AB Agarkar ,2006-2007,2006,2007,4,2,0,15,14,14,7.5,11,136.36,0,0,0,2,0,India
MK Tiwary ,2011-2012,2011,2012,3,1,0,15,15,15,15,17,88.23,0,0,0,0,0,India
Z Khan ,2006-2012,2006,2012,17,4,2,13,9,9,6.5,10,130,0,0,0,0,1,India
NV Ojha ,2010-2010,2010,2010,2,2,0,12,10,10,6,27,44.44,0,0,0,2,0,India
PP Ojha ,2009-2010,2009,2010,6,1,1,10,10*,10,-,6,166.66,0,0,0,0,1,India
SR Tendulkar ,2006-2006,2006,2006,1,1,0,10,10,10,10,12,83.33,0,0,0,2,0,India
JJ Bumrah ,2016-2018,2016,2018,40,6,4,8,7,7,4,13,61.53,0,0,1,1,0,India
I Sharma ,2008-2013,2008,2013,14,3,2,8,5*,5,8,9,88.88,0,0,1,1,0,India
P Kumar ,2008-2012,2008,2012,10,3,0,7,6,6,2.33,16,43.75,0,0,1,0,0,India
Parvez Rasool ,2017-2017,2017,2017,1,1,0,5,5,5,5,6,83.33,0,0,0,0,0,India
YS Chahal ,2016-2018,2016,2018,27,1,1,3,3*,3,-,2,150,0,0,0,0,0,India
MM Sharma ,2014-2015,2014,2015,8,2,2,3,3*,3,-,7,42.85,0,0,0,0,0,India
RP Singh ,2007-2009,2007,2009,10,2,2,3,2*,2,-,3,100,0,0,0,0,0,India
R Vinay Kumar ,2010-2013,2010,2013,9,1,1,2,2*,2,-,4,50,0,0,0,0,0,India
R Dhawan ,2016-2016,2016,2016,1,1,1,1,1*,1,-,2,50,0,0,0,0,0,India
DS Kulkarni ,2016-2016,2016,2016,2,1,1,1,1*,1,-,1,100,0,0,0,0,0,India
Sandeep Sharma ,2015-2015,2015,2015,2,1,1,1,1*,1,-,1,100,0,0,0,0,0,India
PP Chawla ,2010-2012,2010,2012,7,1,0,0,0,0,0,1,0,0,0,1,0,0,India
A Mishra ,2010-2017,2010,2017,10,1,0,0,0,0,0,0,-,0,0,1,0,0,India
MM Patel ,2011-2011,2011,2011,3,1,0,0,0,0,0,1,0,0,0,1,0,0,India
Washington Sundar ,2017-2018,2017,2018,7,1,1,0,0*,0,-,0,-,0,0,0,0,0,India
KK Ahmed ,2018-2018,2018,2018,6,-,-,-,-,-,-,-,-,-,-,-,-,-,India
S Aravind ,2015-2015,2015,2015,1,-,-,-,-,-,-,-,-,-,-,-,-,-,India
P Awana ,2012-2012,2012,2012,2,-,-,-,-,-,-,-,-,-,-,-,-,-,India
L Balaji ,2012-2012,2012,2012,5,-,-,-,-,-,-,-,-,-,-,-,-,-,India
DL Chahar ,2018-2018,2018,2018,1,-,-,-,-,-,-,-,-,-,-,-,-,-,India
Joginder Sharma ,2007-2007,2007,2007,4,-,-,-,-,-,-,-,-,-,-,-,-,-,India
M Kartik ,2007-2007,2007,2007,1,-,-,-,-,-,-,-,-,-,-,-,-,-,India
S Kaul ,2018-2018,2018,2018,2,-,-,-,-,-,-,-,-,-,-,-,-,-,India
Mohammed Shami ,2014-2017,2014,2017,7,-,-,-,-,-,-,-,-,-,-,-,-,-,India
Mohammed Siraj ,2017-2018,2017,2018,3,-,-,-,-,-,-,-,-,-,-,-,-,-,India
P Negi ,2016-2016,2016,2016,1,-,-,-,-,-,-,-,-,-,-,-,-,-,India
KV Sharma ,2014-2014,2014,2014,1,-,-,-,-,-,-,-,-,-,-,-,-,-,India
R Sharma ,2012-2012,2012,2012,2,-,-,-,-,-,-,-,-,-,-,-,-,-,India
BB Sran ,2016-2016,2016,2016,2,-,-,-,-,-,-,-,-,-,-,-,-,-,India
SN Thakur ,2018-2018,2018,2018,7,-,-,-,-,-,-,-,-,-,-,-,-,-,India
S Tyagi ,2009-2009,2009,2009,1,-,-,-,-,-,-,-,-,-,-,-,-,-,India
JD Unadkat ,2016-2018,2016,2018,10,-,-,-,-,-,-,-,-,-,-,-,-,-,India
UT Yadav ,2012-2018,2012,2018,6,-,-,-,-,-,-,-,-,-,-,-,-,-,India
Shoaib Malik ,2006-2018,2006,2018,107,100,30,2178,75,75,31.11,1763,123.53,0,7,1,177,60,Pakistan
Mohammad Hafeez ,2006-2018,2006,2018,89,86,8,1908,86,86,24.46,1643,116.12,0,10,6,196,51,Pakistan
Umar Akmal ,2009-2016,2009,2016,82,77,14,1690,94,94,26.82,1375,122.9,0,8,8,122,55,Pakistan
Ahmed Shehzad ,2009-2018,2009,2018,57,57,2,1454,111*,111,26.43,1257,115.67,1,7,2,157,32,Pakistan
Shahid Afridi ,2006-2016,2006,2016,98,90,12,1405,54*,54,18.01,932,150.75,0,4,8,102,73,Pakistan
Babar Azam ,2016-2018,2016,2018,26,26,7,1031,97*,97,54.26,829,124.36,0,8,0,98,13,Pakistan
Kamran Akmal ,2006-2017,2006,2017,58,53,6,987,73,73,21,825,119.63,0,5,7,100,31,Pakistan
Misbah-ul-Haq ,2007-2012,2007,2012,39,34,13,788,87*,87,37.52,715,110.2,0,3,2,45,26,Pakistan
Sarfraz Ahmed ,2010-2018,2010,2018,54,38,12,745,89*,89,28.65,579,128.67,0,3,2,74,14,Pakistan
Fakhar Zaman ,2017-2018,2017,2018,26,25,0,706,91,91,28.24,505,139.8,0,4,0,79,21,Pakistan
Salman Butt ,2007-2010,2007,2010,24,23,2,595,74,74,28.33,551,107.98,0,3,1,66,10,Pakistan
Imran Nazir ,2007-2012,2007,2012,25,24,1,500,72,72,21.73,370,135.13,0,3,2,59,22,Pakistan
Younis Khan ,2006-2010,2006,2010,25,23,3,442,51,51,22.1,364,121.42,0,2,2,31,12,Pakistan
Abdul Razzaq ,2006-2013,2006,2013,32,29,10,393,46*,46,20.68,337,116.61,0,0,2,21,21,Pakistan
